,413FM0J_sample001,YA4JE89_sample001,AI8K1H6_sample002,GM30XFD_sample003,YA4JE89_sample002,JD32HPP_sample005,AI8K1H6_sample001,413FM0J_sample002,128T8B4_sample025,UYX1M7A_sample004,2I1Y0Z9_sample001,2I1Y0Z9_sample002,Z9UVZX7_sample001,ZF8WDFS_sample005,0QJ6J2T_sample001,314Z52D_sample001,P7IG2M6_sample001,77SHGAG_sample002,77SHGAG_sample001,3RGFT20_sample004,IYRVLF5_sample001,H84559E_sample004,7F3ZM3T_sample001,F27B011_sample001,C5J912G_sample001,P7IG2M6_sample002,ERUH8Y4_sample001,Q15VFHB_sample002,3WR61X3_sample001,1KEQR84_sample002,91W7C88_sample003,K5LA59U_sample002,JD32HPP_sample003,1KEQR84_sample001,Z9UVZX7_sample004,IYRVLF5_sample002,I9178W9_sample001,GM30XFD_sample002,Z9UVZX7_sample002,5OCQITY_sample001,Q15VFHB_sample001,K5LA59U_sample001,2DZJ8RE_sample002,50RWL61_sample002,O697I0L_sample001,BV5W979_sample001,50RWL61_sample003,BV5W979_sample003,H84559E_sample001,UYX1M7A_sample003,JD32HPP_sample002,LPHTEXM_sample001,C18HPI3_sample003,H84559E_sample003,1KEQR84_sample003,BV5W979_sample002,UYX1M7A_sample005,3CA9B3H_sample001,K5LA59U_sample003,ZF8WDFS_sample007,GM30XFD_sample001,9M7H5EI_sample001,UYX1M7A_sample002,2DZJ8RE_sample001,91W7C88_sample002,Q15VFHB_sample004,128T8B4_sample029,50RWL61_sample001,C18HPI3_sample001,C18HPI3_sample002,BYPLWTE_sample001,IO8L3WL_sample001,JD32HPP_sample004,37F102B_sample001,7UV42I3_sample001,U05HLZY_sample001,37F102B_sample002,3RGFT20_sample001,ZF8WDFS_sample004,LPHTEXM_sample002,91W7C88_sample001,UYX1M7A_sample001,2W5JG33_sample080,91W7C88_sample004,JD32HPP_sample001,U05HLZY_sample002,O3F124I_sample001,BV5W979_sample004
TFEB_TFEB_HUMAN.H11MO.0.C,0,0,2,0,5,0,0,2,0,0,3,0,0,0,2,0,0,9,8,0,0,0,0,6,10,0,6,0,0,0,0,0,0,0,0,11,9,0,0,7,0,0,0,0,7,0,3,0,0,0,0,0,0,10,8,0,0,4,0,0,6,15,0,0,0,0,0,0,0,0,0,6,0,23,9,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF705G_M07763_2.00,0,0,0,0,10,0,3,15,0,0,0,0,0,0,0,0,0,7,0,11,0,0,0,0,0,0,18,0,5,0,0,0,0,0,0,15,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,15,21,0,0,0,0,0,0,0,0,0,0,0
KLF1_MA0493.2,0,147,68,0,134,0,61,66,0,0,0,0,0,0,25,38,107,112,140,87,0,0,31,62,67,98,54,0,54,0,0,0,0,0,0,0,72,0,0,51,0,0,75,0,71,0,86,0,0,0,0,0,0,145,0,0,0,48,0,0,0,94,0,0,0,89,0,0,0,0,22,67,0,0,47,0,135,0,0,0,0,0,0,0,0,83,28,0
ZNF69_M07744_2.00,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,13,20,0,0,15,0,0,6,31,27,0,34,0,0,0,0,0,0,0,0,35,33,0,0,22,0,0,0,0,32,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,50,0,0,0,21,0,0,0,0,0,38,0,0,19,0,29,0,0,0,0,0,0,0,0,0,0,0
CTCF_M07909_2.00,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,50,34,0,46,0,22,0,0,0,0,0,0,0,41,0,0,43,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,57,0,0,0,0,0,0,0,0,0,40,0,0,32,37,56,0,0,0,0,0,0,0,0,32,0,0
ESR1_ESR1_HUMAN.H11MO.0.A,0,0,19,0,0,0,0,21,0,0,21,0,0,0,13,0,0,46,0,28,0,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,10,0
ZNF287_M07590_2.00,0,0,0,0,0,0,191,0,0,0,37,0,0,0,0,193,0,321,0,0,0,0,0,129,104,0,171,0,93,0,0,0,0,0,0,0,133,0,0,114,0,0,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,193,0,0,0,0,0,0,0,0,0,140,0,0,121,0,0,0,0,0,0,0,0,0,0,0,61,0
ZNF564_M07770_2.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KAISO_KAISO_HUMAN.H11MO.0.A,0,0,0,0,13,0,0,5,0,8,0,8,0,0,0,0,0,0,0,10,0,0,0,7,8,0,13,0,0,0,0,9,0,0,0,0,8,0,0,12,0,10,11,0,10,0,12,13,0,9,0,0,0,18,16,0,0,9,0,0,0,15,0,0,12,10,0,0,0,0,0,10,0,19,0,12,15,0,0,0,0,0,0,0,0,0,0,0
CTCF_M07868_2.00,0,68,0,0,0,0,0,42,0,0,0,0,0,0,38,45,0,0,0,56,73,0,21,74,64,0,70,0,40,0,0,0,0,0,0,0,65,0,0,66,0,0,0,0,79,0,0,0,0,0,0,0,0,83,0,0,0,73,0,0,0,79,0,0,0,0,0,0,0,0,0,67,0,0,49,41,85,0,0,0,0,0,0,0,0,0,27,0
ZNF143_M07931_2.00,0,0,14,0,49,0,16,22,0,0,0,20,0,0,10,18,38,29,0,29,0,0,0,37,30,0,34,0,12,0,0,0,0,0,41,0,34,0,0,28,0,0,35,0,38,0,0,0,0,33,0,13,0,0,0,0,0,26,0,0,42,48,0,0,0,0,0,0,0,0,9,33,0,0,24,25,44,0,0,0,0,0,0,0,0,0,0,0
ZNF565_M07700_2.00,0,0,15,0,0,0,0,22,0,0,0,0,0,0,0,22,0,27,0,0,46,0,0,40,37,0,40,0,9,0,0,0,0,0,0,0,37,0,0,29,0,0,41,0,40,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,50,0,0,0,0,0,0,0,0,7,37,0,0,28,0,49,0,0,0,0,0,0,0,0,35,7,0
ZNF320_M07667_2.00,0,0,130,0,0,0,0,101,0,0,121,0,0,0,58,69,0,0,0,148,0,0,19,155,161,0,148,0,0,0,0,0,0,0,0,0,183,0,0,124,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,225,0,0,0,0,0,0,0,0,47,171,0,0,112,0,0,0,0,0,0,0,0,0,0,0,68,0
ZNF157_M07596_2.00,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,21,0,61,0,0,0,0,0,69,67,0,65,0,21,0,0,0,0,0,0,0,70,0,0,82,0,0,0,0,67,0,0,0,0,0,0,46,0,0,0,0,0,61,0,0,0,104,0,0,0,43,0,0,0,0,0,68,0,0,35,57,0,0,0,0,0,0,0,0,0,0,14,47
MAFB_MAFB_HUMAN.H11MO.0.B,0,0,0,0,29,0,0,16,0,0,15,0,0,0,11,16,18,0,0,26,0,0,0,26,21,19,23,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,25,0,21,0,16,0,0,0,0,0,0,0,0,0,0,27,0,0,0,33,0,0,0,15,0,0,0,0,0,28,0,0,22,0,45,0,0,0,0,0,0,0,0,0,13,0
FOXO4_FOXO4_HUMAN.H11MO.0.C,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,13,0,18,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,14,0,0,0,0,0,15,0,0
MTF1_MTF1_HUMAN.H11MO.0.C,0,51,0,45,0,0,0,0,0,0,24,0,0,0,9,25,0,38,0,29,0,0,3,0,46,0,0,0,19,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,59,0,0,0,0,0,0,0,0,0,19,0
PBX3_MA1114.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,47,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,59,0,0,34,0,0,0,0,0,0,0,0,0,0,0,12,0
ZNF263_M08272_2.00,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,162,0,152,0,75,0,0,0,0,0,0,0,147,0,0,139,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,197,0,0,0,104,0,0,0,0,0,151,0,0,113,0,0,0,0,0,0,0,0,0,0,0,52,0
ZNF805_M07753_2.00,0,151,24,0,135,0,0,44,0,0,38,0,0,0,28,52,0,103,0,0,0,0,0,97,71,0,79,0,0,0,0,0,0,0,0,95,82,0,0,61,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,48,67,0,0,0,0,0,0,0,0,0,0,0,0
GATA2_GATA2_HUMAN.H11MO.0.A,25,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,14,0,0,0,0,0,0,28,0,3,0,0,0,0,0,0,35,0,0,0,19,0,0,0,0,0,0,7,0,0,0,0,14,0,0,27,0,0,21,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,17,0,0
ZN335_ZN335_HUMAN.H11MO.0.A,0,173,0,0,0,0,0,0,0,0,0,0,0,0,38,63,0,0,0,98,0,0,12,134,127,0,120,0,56,0,0,0,0,0,0,0,140,0,0,119,0,0,98,0,136,0,0,0,0,0,0,0,0,202,0,0,0,100,0,0,0,196,0,0,0,0,0,0,0,0,37,150,0,0,0,0,163,0,0,0,0,0,0,0,0,0,41,0
TFAP2A_M07784_2.00,0,0,0,0,0,0,0,0,0,0,43,0,0,0,21,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PO5F1_PO5F1_HUMAN.H11MO.0.A,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT2_M08019_2.00,0,46,0,0,0,0,20,29,0,0,0,0,0,0,12,16,36,0,31,37,0,0,5,31,25,0,33,0,12,25,0,0,0,0,0,35,36,0,0,26,0,0,45,0,24,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,40,0,0,0,28,0,0,0,0,0,30,0,0,25,42,75,0,0,0,0,0,0,0,0,0,16,0
ZNF334_M07740_2.00,83,51,23,0,49,0,22,48,0,0,0,0,0,0,0,0,0,38,49,0,59,0,0,42,0,0,43,0,34,0,0,0,0,0,0,54,47,0,0,0,0,0,0,0,41,0,37,0,0,0,0,44,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,40,0,0,0,72,159,0,0,0,0,0,0,0,0,0,21,0
ZNF90_M07761_2.00,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,9,22,0,0,11,0,0,0,25,31,0,22,0,0,0,0,0,0,0,0,27,28,0,0,17,0,0,23,0,19,11,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,39,0,0,0,0,0,0,0,22,4,30,0,0,0,17,29,0,0,0,0,0,0,0,0,0,6,0
ZSCAN31_M08270_2.00,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,5,0,8,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,9,0,0,0,0,0,18,0,22
ZNF823_M07733_2.00,0,0,0,0,0,0,0,51,0,0,42,0,0,0,0,67,0,0,0,97,0,0,0,103,94,0,110,0,45,0,0,0,0,0,0,0,113,0,0,82,0,0,0,0,117,0,0,0,0,0,0,57,0,0,0,0,0,95,0,0,0,157,0,0,0,0,0,0,0,0,16,107,0,0,81,0,0,0,0,0,0,0,0,0,0,0,22,0
OTX2_OTX2_HUMAN.H11MO.0.A,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF124_M07702_2.00,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,53,56,0,56,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,63,0,60,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,82,0,0,0,0,0,0,0,0,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
MXI1_MA1108.2,27,0,14,0,36,0,0,0,0,0,0,0,0,0,6,11,22,25,0,0,0,0,0,32,39,0,41,0,0,0,0,0,0,0,0,40,39,0,0,21,0,0,38,0,37,0,23,0,0,0,0,0,0,0,0,0,0,28,0,0,40,41,0,0,0,0,0,0,0,0,0,26,0,0,25,0,0,0,0,23,0,0,0,0,0,33,0,0
CTCF_M07879_2.00,0,0,0,0,0,0,0,55,0,0,0,0,0,0,40,53,0,0,0,74,93,0,27,86,80,0,84,0,53,0,0,0,0,0,0,0,81,0,0,82,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,103,0,0,0,0,0,0,0,0,0,76,0,0,67,52,98,0,0,0,0,0,0,0,0,0,38,0
NFE2_NFE2_HUMAN.H11MO.0.A,0,0,0,0,34,0,0,7,0,0,0,0,0,0,5,27,21,19,0,22,38,0,0,26,32,0,29,0,0,0,0,0,0,0,0,0,30,0,0,25,0,0,0,0,30,0,24,0,0,0,0,0,0,0,0,0,0,24,0,0,0,44,0,0,0,28,0,0,0,0,4,22,0,41,24,0,41,0,0,16,0,0,0,0,0,0,3,0
ERR1_ERR1_HUMAN.H11MO.0.A,0,0,0,0,0,0,0,15,0,0,18,0,0,0,11,0,26,22,0,20,33,0,0,0,30,25,0,0,12,0,0,0,0,0,0,0,0,0,0,20,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,11,0
P53_P53_HUMAN.H11MO.0.A,0,65,0,0,0,0,0,23,0,0,0,0,0,0,9,22,0,0,0,0,0,0,0,48,40,0,44,0,15,0,0,0,0,0,0,0,34,0,0,38,0,0,38,0,43,19,0,0,0,0,0,22,0,0,0,0,0,30,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,24,0,50,0,0,0,0,0,0,0,0,0,0,0
JUND_MA0492.1,0,0,0,0,19,0,4,6,0,0,0,6,0,0,7,9,20,0,0,0,0,0,0,20,13,0,16,0,3,0,0,0,0,0,0,0,9,0,0,18,0,0,14,0,23,11,10,0,0,0,0,0,0,0,0,0,0,13,0,0,15,27,0,0,0,15,0,0,0,0,0,18,0,0,19,0,17,0,0,0,0,0,0,0,0,0,4,0
HNF4G_HNF4G_HUMAN.H11MO.0.B,0,27,0,0,0,0,0,16,0,0,17,0,0,0,0,18,0,0,0,16,0,0,0,29,41,0,0,0,0,0,0,0,0,0,0,0,34,0,0,36,0,0,33,0,36,0,21,0,0,0,0,0,0,0,0,0,0,22,0,0,0,51,0,0,0,23,0,0,0,0,0,26,0,0,18,24,52,0,0,23,0,0,0,0,0,0,11,0
HXA1_HXA1_HUMAN.H11MO.0.C,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,6,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,13,0,0,0,0,4,0,0,0,0,2,0
MAFK_MA0496.3,0,0,14,0,45,0,0,21,0,0,29,0,0,0,17,36,45,28,0,0,0,0,0,56,39,45,48,0,12,0,0,50,0,0,0,0,37,0,0,39,0,41,0,0,47,0,40,0,0,0,0,0,0,0,0,0,0,47,0,0,51,70,0,0,0,31,0,0,0,0,0,48,0,0,35,0,58,0,0,0,0,0,0,0,0,40,13,0
NR1H4_NR1H4_HUMAN.H11MO.0.B,0,0,49,0,0,0,0,43,0,0,74,0,0,0,0,0,0,95,0,66,0,0,9,0,84,0,78,0,47,0,0,0,0,0,0,0,77,0,0,0,0,0,66,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0
SP2_MA0516.3,0,116,52,0,102,0,48,51,0,0,0,35,0,0,18,27,90,91,0,67,0,0,26,46,46,85,36,0,38,0,0,0,0,0,76,0,53,0,0,34,0,0,62,0,49,0,0,0,0,78,0,63,0,112,0,0,0,32,0,0,0,66,0,0,0,79,0,0,0,102,12,57,0,0,27,0,101,0,0,0,0,0,0,0,0,70,18,0
ZNF614_M07593_2.00,0,0,0,0,0,0,23,23,0,0,32,0,0,0,0,26,0,40,0,20,0,0,0,0,0,28,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,42,0,0
ZNF662_M07666_2.00,0,0,61,0,0,0,0,0,0,0,84,0,0,0,39,55,97,123,0,0,0,0,18,118,148,93,114,0,48,0,0,0,0,0,0,0,129,0,0,102,0,0,124,0,136,0,0,0,0,0,0,0,0,0,159,0,0,104,0,0,0,188,0,0,157,0,0,0,0,0,25,124,0,0,77,92,147,0,0,0,0,0,0,0,0,0,46,0
NKX61_NKX61_HUMAN.H11MO.0.B,19,0,3,0,14,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,13,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,12,0,0,0,0,0,8,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,19,0,0
ZNF524_M08339_2.00,0,0,0,0,38,0,0,0,0,0,17,13,0,0,0,0,22,0,0,17,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,29,0,0,0,0,0,0,0,0,16,0,0
GATA2_M07968_2.00,22,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,36,0,0,0,16,0,0,0,0,0,0,9,0,0,0,0,12,0,0,0,0,0,19,0,0,0,22,0,26,0,0,0,0,20,0,0,0,0,0,0,21,0,0,0,18,0,0,0,0,0,0,0,0
ZNF799_M07705_2.00,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,19,0
POU2F2_M07972_2.00,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,14,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,4,14
MITF_MA0620.3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,10,9,23,10,0,0,0,0,4,0,18,22,22,0,0,0,0,0,0,0,0,0,16,0,0,19,0,0,0,0,15,0,11,0,0,0,0,16,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,18,16,32,0,0,0,0,0,0,0,0,0,0,0
GATA1_GATA1_HUMAN.H11MO.0.A,0,0,0,0,0,0,0,8,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,16,29,0,7,0,0,0,0,0,0,31,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,13,0,0,29,0,0,22,0,0,0,36,0,0,0,0,0,0,30,0,0,0,0,0,0,20,0,0,0,23,0,0,0,0,0,0,0,0
EGR2_EGR2_HUMAN.H11MO.0.A,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,97,0,297,0,283,0,0,0,142,178,0,158,0,138,0,0,0,0,0,0,0,159,0,0,130,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,256,0,0,0,0,0,0,0,0,42,153,0,0,100,0,0,0,0,0,0,0,0,0,0,0,107,0
NR4A1_MA1112.2,0,25,6,17,22,0,7,17,0,0,10,0,0,0,0,0,0,13,0,14,0,0,0,21,15,0,0,0,0,9,0,0,0,0,0,0,0,0,0,15,0,0,28,0,19,0,0,0,0,0,0,10,0,0,23,0,0,15,0,0,0,28,0,34,0,0,0,0,0,0,0,15,0,0,0,15,29,0,0,0,0,0,0,0,0,0,7,0
CEBPB_M07832_2.00,0,0,0,0,26,0,0,0,0,15,9,0,0,0,0,0,0,0,0,16,20,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,23,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0
ZNF585A_M07713_2.00,13,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOX2_SOX2_HUMAN.H11MO.0.A,0,0,12,0,34,0,0,0,0,0,0,0,0,0,0,0,15,36,0,0,0,0,0,31,39,0,32,0,10,0,0,0,0,0,0,47,29,0,0,23,0,0,43,0,40,0,21,0,0,0,0,0,0,0,0,0,0,26,0,0,0,57,0,0,0,0,0,0,0,0,0,28,0,0,22,47,74,0,0,0,0,0,0,0,0,47,7,0
ZNF85_MA1720.1,0,0,0,0,38,0,15,12,0,0,12,0,0,0,11,32,0,27,0,0,0,0,0,29,37,0,34,0,0,0,0,0,0,0,0,47,30,0,0,30,0,0,35,0,0,0,34,0,0,0,0,0,0,0,37,0,0,21,0,0,40,51,0,34,0,25,0,0,0,0,0,35,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0
NR1H4_M08152_2.00,0,11,0,0,0,0,0,0,0,0,0,3,26,0,0,0,0,8,0,0,21,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,9,8,0,0,11,0,0,0,27,19,0,0,0,13,0,12,33,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,14,0,14,0,0,0,16,0,0
ZNF675_MA1714.1,0,0,23,0,0,0,0,33,0,0,26,0,0,0,19,43,0,48,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,56,95,0,0,0,0,0,0,0,0,0,0,0
MAZ_MA1522.1,0,0,36,0,0,0,0,38,0,0,0,30,0,0,12,0,0,68,0,63,0,0,14,51,41,0,44,0,42,0,0,0,0,0,0,0,33,0,0,38,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,17,46,0,0,30,0,90,0,0,0,0,0,0,0,0,0,23,0
ZNF302_M07570_2.00,0,0,0,0,35,0,0,0,0,10,0,0,0,0,7,7,0,20,0,22,0,0,0,34,30,0,0,0,0,0,0,0,0,0,0,33,23,0,0,24,0,0,0,0,31,0,0,0,0,0,0,13,0,0,0,0,0,21,0,0,0,52,0,0,0,0,0,0,0,0,0,35,0,0,19,0,0,0,0,19,0,0,0,0,0,0,8,0
ZNF200_M08232_2.00,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,24,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,10,0
CTCF_M07899_2.00,0,0,0,0,0,0,97,69,0,0,0,0,0,0,62,75,0,0,0,0,0,0,36,117,110,0,105,0,66,0,0,0,0,0,0,0,113,0,0,104,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,129,0,0,138,0,0,0,0,0,29,98,0,0,83,0,0,0,0,0,0,0,0,0,0,73,47,0
ZNF684_M08297_2.00,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,14,0,0,0,41,0,0,0,46,41,0,46,0,17,0,0,0,0,0,0,0,43,0,0,39,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,66,0,0,0,0,0,0,0,0,0,45,0,0,25,36,0,0,0,0,0,0,0,0,0,0,14,0
ZNF791_M07640_2.00,0,0,23,0,0,0,0,30,0,0,0,30,0,0,14,29,43,54,0,35,0,0,0,55,57,37,64,0,0,0,0,0,0,0,0,0,51,0,0,31,0,0,51,0,60,0,0,0,0,0,0,27,0,0,73,0,0,57,0,0,0,81,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,45,19,0
ZNF329_M08359_2.00,0,0,61,0,0,0,0,47,0,0,0,0,0,0,38,49,0,112,0,61,0,0,0,107,117,0,106,0,44,0,0,0,0,0,0,0,99,0,0,100,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,146,0,0,0,0,0,0,0,0,30,120,0,0,86,0,126,0,0,0,0,0,0,0,0,0,23,0
STA5A_STA5A_HUMAN.H11MO.0.A,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,15,0,0,11,13,0,12,0,2,9,0,0,0,0,0,0,11,0,0,14,0,0,25,0,18,0,0,0,0,15,0,8,0,0,0,0,0,8,0,0,0,20,0,33,16,0,0,0,0,0,0,9,0,29,9,11,0,0,0,9,0,0,0,0,0,0,4,0
